ticker,Date,Open,High,Low,Close,Volume
2020-01-01,100.0,100.13845598398376,99.25499468712272,99.66657564152422,192416
2020-01-02,100.99342830602247,102.22988906754125,100.79679683185509,101.09336971979137,889012
2020-01-03,100.71415259027017,100.92466859256237,100.64950601163221,100.40824730692141,747122
2020-01-04,102.01878063541501,102.88647123185413,101.92517586957808,101.8125180482673,736436
2020-01-05,105.12633361185657,105.73661663039334,104.8611625312052,104.76560356497534,812755
2020-01-06,104.63401989610642,105.24987314089208,104.51240477600113,103.88448911493043,928753
2020-01-07,104.14404607586974,105.8831521923045,103.92043507945766,104.219986076238,895818
2020-01-08,107.43335832030586,107.8573671991288,105.73793309280762,107.74776174074553,415315
2020-01-09,109.08232012519647,110.38681711524869,108.00736874446095,109.36314361146856,250594
2020-01-10,108.05809302005375,108.53852218484872,107.11890114200537,108.50109081614751,820892
2020-01-11,109.23065309322926,110.53774148121154,108.73306429385559,109.40779255805086,584976
2020-01-12,108.21826474841201,108.87816122619893,107.25594375466892,107.93001160339068,133545
2020-01-13,107.21025543295045,107.35393557966448,106.18607526431136,107.66035831986788,285151
2020-01-14,107.72907217174507,107.74489562764563,106.78531509036239,106.99785164662487,913287
2020-01-15,103.60675406051479,104.41996172537503,102.08096777536814,103.14017586842822,135790
2020-01-16,100.03249130755931,100.68098237619279,99.42831444038731,99.55023463124235,675300
2020-01-17,98.90755085993638,99.02717771153478,98.68050990688755,99.4416793579409,217827
2020-01-18,96.90401794899631,97.31056174374184,95.3152919218717,97.360817924478,360123
2020-01-19,97.51305453216105,98.37847526346988,97.13034396848494,97.75064764292993,114260
2020-01-20,95.74217050830475,96.16100258010312,94.7880322708303,96.25531496794501,296211
2020-01-21,93.03783007264968,93.70991801282197,92.6038128944266,92.62879726217042,887506
2020-01-22,95.76504569483193,96.12208953329808,95.1516899262917,95.93196183274432,535892
2020-01-23,95.33261614017387,96.97897595934978,95.15100454539787,95.27295011151578,240547
